idCount,30
#STARTCUBE
0,-2,-2,-2,1,0,0,0,0
1,-2,-2,-1,1,0,0,0,0
2,-2,-2,0,1,0,0,0,0
3,-2,-2,1,1,0,0,0,0
4,-2,-2,2,1,0,0,0,0
5,-1,-2,-2,1,0,0,0,0
6,-1,-2,-1,1,0,0,0,0
7,-1,-2,0,1,0,0,0,0
8,-1,-2,1,1,0,0,0,0
9,-1,-2,2,1,0,0,0,0
10,0,-2,-2,1,0,0,0,0
11,0,-2,-1,1,0,0,0,0
12,0,-2,0,1,0,0,0,0
13,0,-2,1,1,0,0,0,0
14,0,-2,2,1,0,0,0,0
15,1,-2,-2,1,0,0,0,0
16,1,-2,-1,1,0,0,0,0
17,1,-2,0,1,0,0,0,0
18,1,-2,1,1,0,0,0,0
19,1,-2,2,1,0,0,0,0
20,2,-2,-2,1,0,0,0,0
21,2,-2,-1,1,0,0,0,0
22,2,-2,0,1,0,0,0,0
23,2,-2,1,1,0,0,0,0
24,2,-2,2,1,0,0,0,0
#ENDCUBE
